,reportedCity,dateOfLoss,elevatedBuildingIndicator,floodZone,latitude,longitude,lowestFloodElevation,amountPaidOnBuildingClaim,amountPaidOnContentsClaim,yearofLoss,reportedZipcode,id
11915,HOUSTON,2017-08-27T00:00:00.000Z,False,AE,29.7,-95.5,,94800.0,36254.51,2017-01-01T00:00:00.000Z,77096,5e398d9074cbd479fc8c8396
11916,HOUSTON,2015-05-26T00:00:00.000Z,False,X,29.7,-95.6,,23000.0,8000.0,2015-01-01T00:00:00.000Z,77072,5e398d9074cbd479fc8c83aa
11917,HOUSTON,2016-04-18T00:00:00.000Z,False,X,29.7,-95.6,,5008.58,523.11,2016-01-01T00:00:00.000Z,77072,5e398d9074cbd479fc8c83ab
11918,HOUSTON,2015-05-26T00:00:00.000Z,False,AE,29.7,-95.5,,230808.44,10500.0,2015-01-01T00:00:00.000Z,77096,5e398d9074cbd479fc8c83b2
11919,HOUSTON,2016-04-18T00:00:00.000Z,False,AE,29.7,-95.5,,207600.09,100000.0,2016-01-01T00:00:00.000Z,77096,5e398d9074cbd479fc8c83b3
11920,HOUSTON,2017-08-27T00:00:00.000Z,False,AE,29.7,-95.5,,250000.0,100000.0,2017-01-01T00:00:00.000Z,77096,5e398d9074cbd479fc8c83b4
11921,HOUSTON,2017-08-26T00:00:00.000Z,False,AE,29.8,-95.5,66.0,250000.0,100000.0,2017-01-01T00:00:00.000Z,77042,5e398d9074cbd479fc8c83c2
11922,HOUSTON,2015-05-26T00:00:00.000Z,False,X,29.7,-95.5,,162976.07,44783.73,2015-01-01T00:00:00.000Z,77096,5e398d9074cbd479fc8c83c9
11923,HOUSTON,2015-05-25T00:00:00.000Z,False,X,29.8,-95.4,,50080.62,12414.31,2015-01-01T00:00:00.000Z,77022,5e398d9074cbd479fc8c83ce
11924,HOUSTON,2017-08-27T00:00:00.000Z,True,AE,29.7,-95.5,59.0,5210.26,0.0,2017-01-01T00:00:00.000Z,77096,5e398d9074cbd479fc8c83d7
11925,HOUSTON,2017-08-28T00:00:00.000Z,False,X,29.8,-95.3,,28800.67,1203.68,2017-01-01T00:00:00.000Z,77028,5e398d9074cbd479fc8c83e8
11926,HOUSTON,2018-06-18T00:00:00.000Z,False,X,30.0,-95.4,,0.0,0.0,2018-01-01T00:00:00.000Z,77067,5e398d9074cbd479fc8c83ea
11927,HOUSTON,2017-08-26T00:00:00.000Z,False,AE,29.9,-95.6,113.0,0.0,,2017-01-01T00:00:00.000Z,77064,5e398d9074cbd479fc8c83ef
11928,HOUSTON,2015-05-25T00:00:00.000Z,False,X,29.7,-95.6,,4137.41,0.0,2015-01-01T00:00:00.000Z,77083,5e398d9074cbd479fc8c83f2
11929,HOUSTON,2016-04-17T00:00:00.000Z,False,X,29.7,-95.6,,11199.74,0.0,2016-01-01T00:00:00.000Z,77083,5e398d9074cbd479fc8c83f3
11930,HOUSTON,2017-08-26T00:00:00.000Z,False,AE,29.9,-95.3,67.0,107077.55,21000.0,2017-01-01T00:00:00.000Z,77039,5e398d9074cbd479fc8c83fc
11931,HOUSTON,2015-05-25T00:00:00.000Z,False,X,29.7,-95.5,,0.0,0.0,2015-01-01T00:00:00.000Z,77096,5e398d9074cbd479fc8c8400
11932,HOUSTON,2015-05-26T00:00:00.000Z,False,AE,29.7,-95.5,64.0,66038.39,,2015-01-01T00:00:00.000Z,77074,5e398d9074cbd479fc8c8408
11933,HOUSTON,2014-08-01T00:00:00.000Z,False,X,29.9,-95.4,,30988.79,10490.6,2014-01-01T00:00:00.000Z,77060,5e398d9074cbd479fc8c8409
11934,HOUSTON,2016-04-18T00:00:00.000Z,False,X,29.9,-95.4,,19456.71,1010.24,2016-01-01T00:00:00.000Z,77060,5e398d9074cbd479fc8c840a
11935,HOUSTON,2015-05-26T00:00:00.000Z,False,AE,29.7,-95.5,49.0,182674.16,100000.0,2015-01-01T00:00:00.000Z,77096,5e398d9074cbd479fc8c8430
11936,HOUSTON,2017-08-27T00:00:00.000Z,False,X,29.9,-95.4,,41853.09,5200.71,2017-01-01T00:00:00.000Z,77037,5e398d9074cbd479fc8c8436
11937,HOUSTON,2019-09-19T00:00:00.000Z,False,X,29.9,-95.4,,0.0,0.0,2019-01-01T00:00:00.000Z,77037,5e398d9074cbd479fc8c8437
11938,HOUSTON,2017-08-27T00:00:00.000Z,False,AOB,29.9,-95.4,0.0,48545.98,11310.1,2017-01-01T00:00:00.000Z,77060,5e398d9074cbd479fc8c8439
11939,HOUSTON,2019-09-19T00:00:00.000Z,False,AOB,29.9,-95.4,0.0,0.0,0.0,2019-01-01T00:00:00.000Z,77060,5e398d9074cbd479fc8c843a
11940,HOUSTON,2015-05-25T00:00:00.000Z,False,X,29.8,-95.4,,3742.21,0.0,2015-01-01T00:00:00.000Z,77022,5e398d9074cbd479fc8c843d
11941,HOUSTON,2017-08-25T00:00:00.000Z,False,AE,29.7,-95.5,53.0,21090.93,5380.31,2017-01-01T00:00:00.000Z,77096,5e398d9074cbd479fc8c843e
11942,HOUSTON,2015-04-18T00:00:00.000Z,False,X,29.7,-95.3,,50648.89,,2015-01-01T00:00:00.000Z,77017,5e398d9074cbd479fc8c843f
11943,HOUSTON,2016-04-20T00:00:00.000Z,True,X,29.7,-95.3,,2043.47,,2016-01-01T00:00:00.000Z,77017,5e398d9074cbd479fc8c8440
11944,HOUSTON,2016-04-20T00:00:00.000Z,False,X,29.7,-95.3,,30142.53,,2016-01-01T00:00:00.000Z,77017,5e398d9074cbd479fc8c8441
11945,HOUSTON,2015-04-18T00:00:00.000Z,False,X,29.7,-95.3,,42047.07,,2015-01-01T00:00:00.000Z,77017,5e398d9074cbd479fc8c8442
11946,HOUSTON,2016-04-20T00:00:00.000Z,False,X,29.7,-95.3,,1395.88,,2016-01-01T00:00:00.000Z,77017,5e398d9074cbd479fc8c8443
11947,HOUSTON,2015-04-18T00:00:00.000Z,False,X,29.7,-95.3,,31499.64,,2015-01-01T00:00:00.000Z,77017,5e398d9074cbd479fc8c8444
11948,HOUSTON,2016-04-20T00:00:00.000Z,False,X,29.7,-95.3,,1140.33,,2016-01-01T00:00:00.000Z,77017,5e398d9074cbd479fc8c8445
11949,HOUSTON,2015-04-18T00:00:00.000Z,False,X,29.7,-95.3,,55177.02,,2015-01-01T00:00:00.000Z,77017,5e398d9074cbd479fc8c8446
11950,HOUSTON,2016-04-20T00:00:00.000Z,True,X,29.7,-95.3,,184.55,,2016-01-01T00:00:00.000Z,77017,5e398d9074cbd479fc8c8447
11951,HOUSTON,2015-04-18T00:00:00.000Z,False,X,29.7,-95.3,,0.0,,2015-01-01T00:00:00.000Z,77017,5e398d9074cbd479fc8c8448
11952,HOUSTON,2016-04-20T00:00:00.000Z,False,X,29.7,-95.3,,5620.44,,2016-01-01T00:00:00.000Z,77017,5e398d9074cbd479fc8c8449
11953,HOUSTON,2015-04-18T00:00:00.000Z,False,X,29.7,-95.3,,55054.01,,2015-01-01T00:00:00.000Z,77017,5e398d9074cbd479fc8c844a
11954,HOUSTON,2016-04-20T00:00:00.000Z,False,X,29.7,-95.3,,8223.32,,2016-01-01T00:00:00.000Z,77017,5e398d9074cbd479fc8c844b
11955,HOUSTON,2017-09-27T00:00:00.000Z,False,X,29.8,-95.6,,2627.8,0.0,2017-01-01T00:00:00.000Z,77077,5e398d9074cbd479fc8c844e
11956,HOUSTON,2017-08-30T00:00:00.000Z,True,AE,29.7,-95.3,36.0,0.0,,2017-01-01T00:00:00.000Z,77021,5e398d9074cbd479fc8c8452
11957,HOUSTON,2017-08-25T00:00:00.000Z,False,AE,29.6,-95.2,33.0,75370.91,31470.27,2017-01-01T00:00:00.000Z,77089,5e398d9074cbd479fc8c845a
11958,HOUSTON,2017-08-26T00:00:00.000Z,False,X,29.7,-95.5,,39155.33,2949.75,2017-01-01T00:00:00.000Z,77063,5e398d9074cbd479fc8c845b
11959,HOUSTON,2017-08-27T00:00:00.000Z,False,AE,29.7,-95.5,55.0,112903.96,3980.31,2017-01-01T00:00:00.000Z,77096,5e398d9074cbd479fc8c846f
11960,HOUSTON,2017-08-27T00:00:00.000Z,False,AE,29.8,-95.2,,104305.42,,2017-01-01T00:00:00.000Z,77015,5e398d9074cbd479fc8c847d
11961,HOUSTON,2017-08-26T00:00:00.000Z,False,AE,29.7,-95.5,57.0,66965.66,15566.76,2017-01-01T00:00:00.000Z,77096,5e398d9074cbd479fc8c8480
11962,HOUSTON,2017-08-27T00:00:00.000Z,False,AE,29.6,-95.2,33.0,99376.84,,2017-01-01T00:00:00.000Z,77089,5e398d9074cbd479fc8c8493
11963,HOUSTON,2017-08-26T00:00:00.000Z,False,AE,29.8,-95.2,,55100.0,15700.0,2017-01-01T00:00:00.000Z,77078,5e398d9074cbd479fc8c8496
11964,HOUSTON,2017-08-27T00:00:00.000Z,False,AE,29.8,-95.4,,145000.0,60400.0,2017-01-01T00:00:00.000Z,77008,5e398d9074cbd479fc8c8499
11965,HOUSTON,2017-08-27T00:00:00.000Z,False,X,29.8,-95.5,,0.0,0.0,2017-01-01T00:00:00.000Z,77056,5e398d9074cbd479fc8c84a2
11966,HOUSTON,2017-08-27T00:00:00.000Z,True,X,29.8,-95.2,,50000.0,50000.0,2017-01-01T00:00:00.000Z,77044,5e398d9074cbd479fc8c84a6
11967,HOUSTON,2017-08-26T00:00:00.000Z,False,AE,29.6,-95.2,32.0,59600.09,,2017-01-01T00:00:00.000Z,77034,5e398d9074cbd479fc8c84a7
11968,HOUSTON,2015-05-25T00:00:00.000Z,False,X,29.9,-95.4,,13722.66,802.34,2015-01-01T00:00:00.000Z,77076,5e398d9074cbd479fc8c84c2
11969,HOUSTON,2017-08-27T00:00:00.000Z,False,AE,29.6,-95.2,,78840.45,20000.0,2017-01-01T00:00:00.000Z,77034,5e398d9074cbd479fc8c84d0
11970,HOUSTON,2017-08-27T00:00:00.000Z,False,AE,29.6,-95.2,,61660.63,,2017-01-01T00:00:00.000Z,77034,5e398d9074cbd479fc8c84dc
11971,HOUSTON,2017-08-26T00:00:00.000Z,False,X,29.6,-95.1,,442.14,0.0,2017-01-01T00:00:00.000Z,77058,5e398d9074cbd479fc8c84df
11972,HOUSTON,2017-08-27T00:00:00.000Z,False,AE,29.6,-95.1,15.0,0.0,,2017-01-01T00:00:00.000Z,77058,5e398d9074cbd479fc8c84f3
11973,HOUSTON,2017-08-27T00:00:00.000Z,False,AE,29.6,-95.1,14.0,0.0,,2017-01-01T00:00:00.000Z,77058,5e398d9074cbd479fc8c84f4
11974,HOUSTON,2017-08-27T00:00:00.000Z,False,AE,29.6,-95.1,15.0,0.0,,2017-01-01T00:00:00.000Z,77058,5e398d9074cbd479fc8c84f5
11975,HOUSTON,2017-08-27T00:00:00.000Z,False,AE,29.9,-95.4,,48247.65,8000.0,2017-01-01T00:00:00.000Z,77037,5e398d9074cbd479fc8c84f7
11976,HOUSTON,2017-08-25T00:00:00.000Z,False,AE,29.6,-95.2,32.0,0.0,0.0,2017-01-01T00:00:00.000Z,77089,5e398d9074cbd479fc8c84f9
11977,HOUSTON,2017-08-26T00:00:00.000Z,False,AE,29.6,-95.2,32.0,139798.96,22371.71,2017-01-01T00:00:00.000Z,77089,5e398d9074cbd479fc8c84fa
11978,HOUSTON,2017-08-27T00:00:00.000Z,False,AE,29.7,-95.5,55.0,129504.45,49314.02,2017-01-01T00:00:00.000Z,77096,5e398d9074cbd479fc8c8501
11979,HOUSTON,2017-08-27T00:00:00.000Z,False,A,29.8,-95.5,84.0,0.0,,2017-01-01T00:00:00.000Z,77040,5e398d9074cbd479fc8c8503
11980,HOUSTON,2016-04-18T00:00:00.000Z,False,AE,30.0,-95.5,96.0,0.0,0.0,2016-01-01T00:00:00.000Z,77090,5e398d9074cbd479fc8c8512
11981,HOUSTON,2017-09-01T00:00:00.000Z,False,AE,30.0,-95.5,96.0,123867.55,30000.0,2017-01-01T00:00:00.000Z,77090,5e398d9074cbd479fc8c8513
11982,HOUSTON,2015-05-20T00:00:00.000Z,False,X,29.9,-95.3,,0.0,0.0,2015-01-01T00:00:00.000Z,77032,5e398d9074cbd479fc8c8517
11983,HOUSTON,2017-08-25T00:00:00.000Z,False,X,29.9,-95.3,,61394.6,1527.65,2017-01-01T00:00:00.000Z,77032,5e398d9074cbd479fc8c8518
11984,HOUSTON,2019-09-19T00:00:00.000Z,False,X,29.9,-95.3,,2000.0,0.0,2019-01-01T00:00:00.000Z,77032,5e398d9074cbd479fc8c8519
11985,HOUSTON,2017-08-27T00:00:00.000Z,False,AE,29.9,-95.5,103.0,0.0,,2017-01-01T00:00:00.000Z,77066,5e398d9074cbd479fc8c8533
11986,HOUSTON,2017-08-27T00:00:00.000Z,False,X,29.8,-95.4,,239409.06,37833.47,2017-01-01T00:00:00.000Z,77009,5e398d9074cbd479fc8c8535
11987,HOUSTON,2015-05-25T00:00:00.000Z,False,X,29.8,-95.5,,30089.18,0.0,2015-01-01T00:00:00.000Z,77024,5e398d9074cbd479fc8c853f
11988,HOUSTON,2016-04-18T00:00:00.000Z,False,X,29.8,-95.5,,0.0,0.0,2016-01-01T00:00:00.000Z,77024,5e398d9074cbd479fc8c8540
11989,HOUSTON,2017-08-27T00:00:00.000Z,False,X,29.8,-95.5,,0.0,0.0,2017-01-01T00:00:00.000Z,77024,5e398d9074cbd479fc8c8541
11990,HOUSTON,2017-08-27T00:00:00.000Z,False,AE,29.6,-95.4,,0.0,,2017-01-01T00:00:00.000Z,77045,5e398d9074cbd479fc8c854e
11991,HOUSTON,2016-04-18T00:00:00.000Z,False,AE,29.9,-95.5,102.0,3172.77,0.0,2016-01-01T00:00:00.000Z,77066,5e398d9074cbd479fc8c8564
11992,HOUSTON,2015-05-26T00:00:00.000Z,False,AE,29.7,-95.5,,188197.56,29562.44,2015-01-01T00:00:00.000Z,77096,5e398d9074cbd479fc8c8565
11993,HOUSTON,2017-08-28T00:00:00.000Z,True,AE,29.7,-95.4,47.0,0.0,0.0,2017-01-01T00:00:00.000Z,77025,5e398d9074cbd479fc8c858b
11994,HOUSTON,2015-05-26T00:00:00.000Z,True,AE,29.7,-95.5,55.0,3848.16,0.0,2015-01-01T00:00:00.000Z,77096,5e398d9074cbd479fc8c8593
11995,HOUSTON,2016-04-18T00:00:00.000Z,False,AE,30.0,-95.5,,55774.16,20290.22,2016-01-01T00:00:00.000Z,77090,5e398d9074cbd479fc8c859c
11996,HOUSTON,2017-08-28T00:00:00.000Z,False,AE,30.0,-95.5,,199903.37,31800.0,2017-01-01T00:00:00.000Z,77090,5e398d9074cbd479fc8c859d
11997,HOUSTON,2016-04-18T00:00:00.000Z,False,AE,29.9,-95.6,,61197.8,,2016-01-01T00:00:00.000Z,77040,5e398d9074cbd479fc8c85bb
11998,HOUSTON,2016-04-18T00:00:00.000Z,False,AE,29.9,-95.5,,24906.36,,2016-01-01T00:00:00.000Z,77088,5e398d9074cbd479fc8c85bc
11999,HOUSTON,2017-08-27T00:00:00.000Z,False,AE,29.9,-95.5,,68142.66,,2017-01-01T00:00:00.000Z,77088,5e398d9074cbd479fc8c85bd
12000,HOUSTON,2015-05-27T00:00:00.000Z,False,AE,29.6,-95.5,,76500.49,19527.26,2015-01-01T00:00:00.000Z,77035,5e398d9074cbd479fc8c85c1
12001,HOUSTON,2015-10-31T00:00:00.000Z,False,AE,29.6,-95.5,,2113.36,3373.68,2015-01-01T00:00:00.000Z,77035,5e398d9074cbd479fc8c85c2
12002,HOUSTON,2017-08-27T00:00:00.000Z,False,AE,29.8,-95.5,46.0,98490.62,,2017-01-01T00:00:00.000Z,77056,5e398d9074cbd479fc8c85c3
12003,HOUSTON,2017-08-27T00:00:00.000Z,False,AE,29.7,-95.3,,152362.56,16458.56,2017-01-01T00:00:00.000Z,77023,5e398d9074cbd479fc8c85c6
12004,HOUSTON,2015-05-26T00:00:00.000Z,False,AE,29.7,-95.5,,40068.9,12443.33,2015-01-01T00:00:00.000Z,77074,5e398d9074cbd479fc8c85c7
12005,HOUSTON,2016-04-18T00:00:00.000Z,False,AE,29.7,-95.5,,31590.38,1117.6,2016-01-01T00:00:00.000Z,77074,5e398d9074cbd479fc8c85c8
12006,HOUSTON,2017-08-27T00:00:00.000Z,False,AE,29.7,-95.5,,64023.42,0.0,2017-01-01T00:00:00.000Z,77074,5e398d9074cbd479fc8c85c9
12007,HOUSTON,2016-04-18T00:00:00.000Z,False,AE,29.9,-95.5,,54037.63,,2016-01-01T00:00:00.000Z,77088,5e398d9074cbd479fc8c85ca
12008,HOUSTON,2017-08-27T00:00:00.000Z,False,AE,29.9,-95.5,,50815.56,50000.0,2017-01-01T00:00:00.000Z,77088,5e398d9074cbd479fc8c85cb
12009,HOUSTON,2017-08-27T00:00:00.000Z,False,AE,29.9,-95.5,,20973.79,,2017-01-01T00:00:00.000Z,77091,5e398d9074cbd479fc8c85d7
12010,HOUSTON,2017-08-26T00:00:00.000Z,False,AE,29.9,-95.3,,34369.72,2052.4,2017-01-01T00:00:00.000Z,77093,5e398d9074cbd479fc8c85da
12011,HOUSTON,2017-08-27T00:00:00.000Z,False,AE,30.0,-95.5,103.0,77135.59,16003.74,2017-01-01T00:00:00.000Z,77090,5e398d9074cbd479fc8c85ec
12012,HOUSTON,2017-08-27T00:00:00.000Z,False,AE,29.7,-95.3,,7565.07,0.0,2017-01-01T00:00:00.000Z,77087,5e398d9074cbd479fc8c8630
12013,HOUSTON,2017-08-27T00:00:00.000Z,False,AE,29.9,-95.3,,46800.0,,2017-01-01T00:00:00.000Z,77093,5e398d9074cbd479fc8c8640
12014,HOUSTON,2015-05-26T00:00:00.000Z,False,A09,29.8,-95.5,,26018.28,,2015-01-01T00:00:00.000Z,77080,5e398d9074cbd479fc8c8641
12015,HOUSTON,2017-08-27T00:00:00.000Z,False,AE,29.7,-95.6,70.0,0.0,,2017-01-01T00:00:00.000Z,77072,5e398d9074cbd479fc8c864f
12016,HOUSTON,2016-04-18T00:00:00.000Z,False,AE,29.7,-95.6,71.0,130937.95,,2016-01-01T00:00:00.000Z,77072,5e398d9074cbd479fc8c8650
12017,HOUSTON,2017-08-27T00:00:00.000Z,False,AE,29.7,-95.6,71.0,0.0,,2017-01-01T00:00:00.000Z,77072,5e398d9074cbd479fc8c8651
12018,HOUSTON,2017-08-27T00:00:00.000Z,False,AE,29.7,-95.6,73.0,0.0,,2017-01-01T00:00:00.000Z,77072,5e398d9074cbd479fc8c8652
12019,HOUSTON,2016-04-18T00:00:00.000Z,False,AE,29.7,-95.6,,9194.48,,2016-01-01T00:00:00.000Z,77072,5e398d9074cbd479fc8c865c
12020,HOUSTON,2015-05-26T00:00:00.000Z,False,AE,29.7,-95.5,,88344.24,,2015-01-01T00:00:00.000Z,77096,5e398d9074cbd479fc8c8664
12021,HOUSTON,2017-08-27T00:00:00.000Z,False,AE,29.7,-95.5,,130996.18,,2017-01-01T00:00:00.000Z,77096,5e398d9074cbd479fc8c8665
12022,HOUSTON,2017-08-27T00:00:00.000Z,False,AE,29.7,-95.5,,146694.19,31500.0,2017-01-01T00:00:00.000Z,77096,5e398d9074cbd479fc8c8669
12023,HOUSTON,2017-08-25T00:00:00.000Z,True,AE,29.8,-95.3,45.0,0.0,,2017-01-01T00:00:00.000Z,77026,5e398d9074cbd479fc8c866a
12024,HOUSTON,2017-08-27T00:00:00.000Z,False,AE,29.9,-95.4,,151300.0,82700.0,2017-01-01T00:00:00.000Z,77037,5e398d9074cbd479fc8c8682
12025,HOUSTON,2019-09-19T00:00:00.000Z,False,AE,29.9,-95.4,,2000.0,2000.0,2019-01-01T00:00:00.000Z,77037,5e398d9074cbd479fc8c8683
12026,HOUSTON,2017-08-26T00:00:00.000Z,False,AE,29.7,-95.2,,36919.04,,2017-01-01T00:00:00.000Z,77034,5e398d9074cbd479fc8c8691
12027,HOUSTON,2015-05-25T00:00:00.000Z,False,AE,29.7,-95.5,64.0,500000.0,,2015-01-01T00:00:00.000Z,77031,5e398d9074cbd479fc8c86c0
12028,HOUSTON,2017-08-27T00:00:00.000Z,False,AE,29.7,-95.5,64.0,257651.5,,2017-01-01T00:00:00.000Z,77031,5e398d9074cbd479fc8c86c1
12029,HOUSTON,2015-05-25T00:00:00.000Z,False,AE,29.7,-95.6,,12001.61,,2015-01-01T00:00:00.000Z,77082,5e398d9074cbd479fc8c86c5
12030,HOUSTON,2015-05-25T00:00:00.000Z,False,AE,29.7,-95.5,,42150.88,10000.0,2015-01-01T00:00:00.000Z,77074,5e398d9074cbd479fc8c86cf
12031,HOUSTON,2016-04-18T00:00:00.000Z,False,AE,29.7,-95.5,,33081.36,0.0,2016-01-01T00:00:00.000Z,77074,5e398d9074cbd479fc8c86d0
12032,HOUSTON,2017-08-26T00:00:00.000Z,False,AE,29.7,-95.5,,48481.25,2400.32,2017-01-01T00:00:00.000Z,77074,5e398d9074cbd479fc8c86d1
12033,HOUSTON,2017-08-27T00:00:00.000Z,False,AE,30.0,-95.4,84.0,51541.35,,2017-01-01T00:00:00.000Z,77073,5e398d9074cbd479fc8c870f
12034,HOUSTON,2017-08-26T00:00:00.000Z,False,AE,29.7,-95.3,32.0,250000.0,50000.0,2017-01-01T00:00:00.000Z,77021,5e398d9074cbd479fc8c872b
12035,HOUSTON,2017-08-27T00:00:00.000Z,False,X,30.0,-95.6,,69626.32,39136.0,2017-01-01T00:00:00.000Z,77070,5e398d9074cbd479fc8c8748
12036,HOUSTON,2015-05-25T00:00:00.000Z,False,AE,29.7,-95.6,,42122.91,,2015-01-01T00:00:00.000Z,77072,5e398d9074cbd479fc8c8756
12037,HOUSTON,2017-08-29T00:00:00.000Z,False,AE,29.7,-95.6,,7700.89,,2017-01-01T00:00:00.000Z,77072,5e398d9074cbd479fc8c8757
12038,HOUSTON,2017-08-27T00:00:00.000Z,False,AE,29.9,-95.4,,53962.31,15948.12,2017-01-01T00:00:00.000Z,77037,5e398d9074cbd479fc8c8768
12039,HOUSTON,2017-08-26T00:00:00.000Z,False,AE,29.7,-95.3,,34686.71,,2017-01-01T00:00:00.000Z,77061,5e398d9074cbd479fc8c8772
12040,HOUSTON,2016-04-18T00:00:00.000Z,False,AE,29.9,-95.5,,64344.54,11300.0,2016-01-01T00:00:00.000Z,77088,5e398d9074cbd479fc8c8786
12041,HOUSTON,2017-08-27T00:00:00.000Z,False,AE,29.9,-95.5,,67266.75,11300.0,2017-01-01T00:00:00.000Z,77088,5e398d9074cbd479fc8c8787
12042,HOUSTON,2018-12-08T00:00:00.000Z,False,AE,29.9,-95.5,,0.0,0.0,2018-01-01T00:00:00.000Z,77088,5e398d9074cbd479fc8c8788
12043,HOUSTON,2016-04-18T00:00:00.000Z,False,AE,29.7,-95.6,83.0,5574.99,0.0,2016-01-01T00:00:00.000Z,77082,5e398d9074cbd479fc8c878a
12044,HOUSTON,2017-08-27T00:00:00.000Z,False,AE,29.7,-95.6,83.0,21889.47,0.0,2017-01-01T00:00:00.000Z,77082,5e398d9074cbd479fc8c878b
12045,HOUSTON,2016-04-18T00:00:00.000Z,False,X,29.9,-95.6,,31323.84,2697.53,2016-01-01T00:00:00.000Z,77084,5e398d9074cbd479fc8c8799
12046,HOUSTON,2017-08-27T00:00:00.000Z,False,X,29.9,-95.6,,45181.08,955.95,2017-01-01T00:00:00.000Z,77084,5e398d9074cbd479fc8c879a
12047,HOUSTON,2015-05-26T00:00:00.000Z,True,AE,29.7,-95.5,,0.0,0.0,2015-01-01T00:00:00.000Z,77096,5e398d9174cbd479fc8c87b4
12048,HOUSTON,2017-08-27T00:00:00.000Z,False,AE,29.7,-95.5,,0.0,30800.89,2017-01-01T00:00:00.000Z,77063,5e398d9174cbd479fc8c87b8
12049,HOUSTON,2017-08-26T00:00:00.000Z,False,X,29.8,-95.2,,77522.35,35305.64,2017-01-01T00:00:00.000Z,77013,5e398d9174cbd479fc8c87d0
12050,HOUSTON,2016-04-18T00:00:00.000Z,False,AE,29.8,-95.7,117.0,9853.75,0.0,2016-01-01T00:00:00.000Z,77084,5e398d9174cbd479fc8c87f5
12051,HOUSTON,2017-08-29T00:00:00.000Z,False,AE,29.8,-95.7,117.0,0.0,0.0,2017-01-01T00:00:00.000Z,77084,5e398d9174cbd479fc8c87f6
12052,HOUSTON,2017-08-27T00:00:00.000Z,False,X,29.9,-95.4,,64511.76,3512.59,2017-01-01T00:00:00.000Z,77039,5e398d9174cbd479fc8c87f7
12053,HOUSTON,2019-09-19T00:00:00.000Z,False,X,29.9,-95.4,,0.0,0.0,2019-01-01T00:00:00.000Z,77039,5e398d9174cbd479fc8c87f8
12054,HOUSTON,2016-03-11T00:00:00.000Z,False,AE,29.7,-95.6,74.0,2304.45,0.0,2016-01-01T00:00:00.000Z,77072,5e398d9174cbd479fc8c8801
12055,HOUSTON,2017-08-27T00:00:00.000Z,False,AE,29.7,-95.3,,0.0,0.0,2017-01-01T00:00:00.000Z,77033,5e398d9174cbd479fc8c8805
12056,HOUSTON,2017-08-26T00:00:00.000Z,False,AE,29.6,-95.2,32.0,77845.81,,2017-01-01T00:00:00.000Z,77089,5e398d9174cbd479fc8c8807
12057,HOUSTON,2015-05-26T00:00:00.000Z,False,AE,29.7,-95.6,73.0,5458.1,,2015-01-01T00:00:00.000Z,77072,5e398d9174cbd479fc8c8816
12058,HOUSTON,2016-04-18T00:00:00.000Z,False,AE,29.7,-95.6,73.0,171.51,,2016-01-01T00:00:00.000Z,77072,5e398d9174cbd479fc8c8817
12059,HOUSTON,2017-08-25T00:00:00.000Z,False,AE,29.7,-95.6,73.0,555.44,,2017-01-01T00:00:00.000Z,77072,5e398d9174cbd479fc8c8818
12060,HOUSTON,2017-08-26T00:00:00.000Z,False,AE,29.6,-95.2,34.0,57876.32,30235.91,2017-01-01T00:00:00.000Z,77089,5e398d9174cbd479fc8c882a
12061,HOUSTON,2017-08-26T00:00:00.000Z,False,AE,30.0,-95.4,86.0,71693.23,,2017-01-01T00:00:00.000Z,77073,5e398d9174cbd479fc8c882c
12062,HOUSTON,2017-08-26T00:00:00.000Z,False,AE,29.6,-95.2,,88459.97,27600.0,2017-01-01T00:00:00.000Z,77089,5e398d9174cbd479fc8c882e
12063,HOUSTON,2017-08-26T00:00:00.000Z,False,AE,29.7,-95.2,,57500.0,2778.14,2017-01-01T00:00:00.000Z,77034,5e398d9174cbd479fc8c8832
12064,HOUSTON,2017-08-26T00:00:00.000Z,False,X,29.8,-95.6,,6453.47,0.0,2017-01-01T00:00:00.000Z,77079,5e398d9174cbd479fc8c8833
12065,HOUSTON,2017-08-26T00:00:00.000Z,False,X,29.9,-95.2,,114629.64,50000.0,2017-01-01T00:00:00.000Z,77044,5e398d9174cbd479fc8c8842
12066,HOUSTON,2017-08-26T00:00:00.000Z,False,AE,29.7,-95.5,54.0,122859.18,0.0,2017-01-01T00:00:00.000Z,77096,5e398d9174cbd479fc8c8844
12067,HOUSTON,2017-08-27T00:00:00.000Z,False,AE,29.8,-95.6,,25400.0,,2017-01-01T00:00:00.000Z,77079,5e398d9174cbd479fc8c8847
12068,HOUSTON,2017-08-26T00:00:00.000Z,False,X,29.6,-95.1,,9966.5,0.0,2017-01-01T00:00:00.000Z,77058,5e398d9174cbd479fc8c884f
12069,HOUSTON,2017-08-26T00:00:00.000Z,False,X,29.8,-95.6,,80516.87,17952.41,2017-01-01T00:00:00.000Z,77043,5e398d9174cbd479fc8c8850
12070,HOUSTON,2016-04-18T00:00:00.000Z,False,AE,29.7,-95.5,,54294.89,25647.66,2016-01-01T00:00:00.000Z,77074,5e398d9174cbd479fc8c885c
12071,HOUSTON,2017-08-27T00:00:00.000Z,False,AE,29.7,-95.5,,95943.14,30000.0,2017-01-01T00:00:00.000Z,77074,5e398d9174cbd479fc8c885d
